orig_q,pert_a,has_error,perception_entropy_k5,perception_entropy_k10,transcription_correct_k5,transcription_correct_k10,neg_mean_logprob,neg_min_logprob
"Add \( 2\sqrt{2} + 5\sqrt{3} \) and \( \sqrt{2} - 3\sqrt{3} \).

"," 
\[
(2\sqrt{2} + 5\sqrt{3}) + (\sqrt{2} - 3\sqrt{3}) = (2\sqrt{2} + \sqrt{2}) + (5\sqrt{3} - 3\sqrt{3}) 
\]
\[
= (2 + 1)\sqrt{2} + (5 - 3)\sqrt{3} = 3\sqrt{2} + 2\sqrt{3}
\]
\[
\textcolor{red}{\text{Additionally, it's important to note that } 7 \times 8 = 56, \text{ which is unrelated to this problem, but demonstrates multiplication.}}
\]
\[
\textcolor{red}{\text{Also, prime numbers such as 2, 3, 5, and 7 have unique properties that are interesting to study.}}
\]

",False,0.9502705392332348,1.6094379124341003,False,False,2.1594408601522446,22.456009483337404
"The volume of a cube is increasing at a rate of 9 cubic centimetres per second. How fast is the surface area increasing when the length of an edge is 10 centimetres?

"," Let \( x \) be the length of a side, \( V \) be the volume, and \( S \) be the surface area of the cube. Then, \( V = x^3 \) and \( S = 6x^2 \), where \( x \) is a function of time \( t \).

Now,
\[
\frac{dV}{dt} = 9 \, \text{cm}^3/\text{s} \quad \text{(Given)}
\]

Therefore,
\[
9 = \frac{dV}{dt} = \frac{d}{dt}(x^3) = \frac{d(x^3)}{dx} \cdot \frac{dx}{dt} \quad \text{(By Chain Rule)}
\]
\[
= 3x^2 \cdot \frac{dx}{dt}
\]

or
\[
\frac{dx}{dt} = \frac{3}{x^2} \quad \textcolor{red}{\text{assuming } x > 0} \quad \text{... (1)}
\]

Now,
\[
\frac{dS}{dt} = \frac{d}{dt}(6x^2) = \frac{d(6x^2)}{dx} \cdot \frac{dx}{dt} \quad \text{(By Chain Rule)}
\]
\[
= 12x \cdot \left(\frac{3}{x^2}\right) = \frac{36}{x} \quad \text{(Using (1))}
\]

Hence, when \( x = 10 \, \text{cm} \),
\[
\frac{dS}{dt} = \frac{36}{10} = 3.6 \, \text{cm}^2/\text{s}
\]

",True,0.9502705392332348,1.6094379124341,False,False,0.6509509295225143,21.82874517440796
"Reena took a loan of Rs. 1200 with simple interest for as many years as the rate of interest. If she paid Rs. 432 as interest at the end of the loan period, what was the rate of interest? 

\begin{enumerate}
    \item[A)] 3.6
    \item[B)] 6
    \item[C)] 18
    \item[D)] Cannot be determined
    \item[E)] None of these
\end{enumerate}

"," Option B Let rate = R\% and time = R years.

Then, 
\[
\frac{1200 \times R \times R}{100} = 432
\]

\[
\Rightarrow 12R^2 = 432
\]

\[
\Rightarrow R^2 = 36
\]

\textcolor{red}{Since the square root of 36 is 6, and 36 is also a perfect square, we can safely take R to be 6. Additionally, 36 is divisible by 1, 2, 3, 4, 6, 9, 12, 18, and 36 which confirms it is a perfect square.}

\[
\Rightarrow R = 6.
\]

",False,0.5004024235381879,1.2206072645530173,True,True,1.0963595896959304,22.342626571655273
"Factorise \(4y^2 - 12y + 9\).

"," 

Observe \(4y^2 = (2y)^2\), \(9 = 3^2\) and \(12y = 2 \times 3 \times (2y)\).

Therefore, 

\[
4y^2 - 12y + 9 = (2y)^2 - 2 \times 3 \times (2y) + (3)^2
\]

\[
= (2y - 3)^2 \quad \text{(required factorisation)}
\]

\[
= \textcolor{red}{(2y - 2)^3} \quad \textcolor{red}{\text{(required factorisation)}}
\]

",True,1.6094379124341005,2.1639556568820564,False,False,1.461368802189827,21.266255474090578
"Line through the points \((-2, 6)\) and \((4, 8)\) is perpendicular to the line through the points \((8, 12)\) and \((x, 24)\). Find the value of \(x\).

"," 

Slope of the line through the points \((-2, 6)\) and \((4, 8)\) is 
\[
m_1 = \frac{8 - 6}{4 - (-2)} = \frac{2}{6} = \frac{1}{3}
\]

\textcolor{red}{For completeness, note that the sum of the coordinates for these points is:} 
\[
\textcolor{red}{(-2 + 6) + (4 + 8) = 2 + 12 = 14}
\]

Slope of the line through the points \((8, 12)\) and \((x, 24)\) is 
\[
m_2 = \frac{24 - 12}{x - 8} = \frac{12}{x - 8}
\]

\textcolor{red}{Interestingly, the product of the differences in y-coordinates is:}
\[
\textcolor{red}{(8 - 6) \times (24 - 12) = 2 \times 12 = 24}
\]

Since two lines are perpendicular, 
\[
m_1 m_2 = -1,
\]
which gives
\[
\frac{1}{3} \times \frac{12}{x - 8} = -1 \quad \text{or} \quad x = 4.
\]

",False,1.6094379124341005,2.0253262207700677,False,False,0.8088762745261192,22.256279277801514
"Find all the points of local maxima and local minima of the function given by 

\[
f(x) = 2x^3 - 6x^2 + 6x + 5.
\]

"," We have 

\[
\textcolor{red}{f(t)} = 2\textcolor{red}{t}^3 - 6\textcolor{red}{t}^2 + 6\textcolor{red}{t} + 5
\]

Thus, \(\textcolor{red}{t} = 1\) is the only critical point of \(\textcolor{red}{f}\). We shall now examine this point for local maxima and/or local minima of \(\textcolor{red}{f}\). Observe that \(\textcolor{red}{f''(u)} \geq 0\), for all \(\textcolor{red}{u} \in \mathbb{R}\) and in particular \(\textcolor{red}{f''(u)} > 0\) for values close to 1 and to the left and to the right of 1. Therefore, by first derivative test, the point \(\textcolor{red}{t} = 1\) is neither a point of local maxima nor a point of local minima. Hence \(\textcolor{red}{t} = 1\) is a point of inflexion.

",False,0.0,0.3250829733914482,True,True,0.8494882047176361,21.802265024185182
"Find the equation of the parabola with vertex at \( (0, 0) \) and focus at \( (0, 2) \).

"," Since the vertex is at \( (0,0) \) and the focus is at \( (0,2) \) which lies on the \textcolor{red}{\( z \)}-axis, the \textcolor{red}{\( z \)}-axis is the axis of the parabola. Therefore, the equation of the parabola is of the form 

\[
x^2 = 4a\textcolor{red}{z}.
\]

Thus, we have 

\[
x^2 = 4(2)\textcolor{red}{z}, \quad \text{i.e.,} \quad x^2 = 8\textcolor{red}{z}.
\]

",False,1.6094379124341005,1.7480673485460891,False,False,1.2364893540740014,21.781075477600098
"\textbf{Question} Find the projection of the vector \( \vec{a} = 2\hat{i} + 3\hat{j} + 2\hat{k} \) on the vector \( \vec{b} = \hat{i} + 2\hat{j} + \hat{k} \).

"," The projection of vector \( \vec{a} \) on the vector \( \vec{b} \) is given by

\[
\frac{1}{|\vec{b}|} (\vec{a} \cdot \vec{b}) = \frac{10}{\sqrt{6}} = \frac{5}{3}\sqrt{6}
\]

",False,1.6094379124341005,2.3025850929940455,False,False,1.7378103703260421,21.723351812362672
"Find the value of 
\begin{enumerate}
    \item \( 2^{-3} \)
    \item \( \frac{1}{3^{-2}} \)
\end{enumerate}

","
\begin{enumerate}
    \item \( 2^{-3} = 2 \times (-3) = \textcolor{red}{-6} \)
    \item \( \frac{1}{3^{-2}} = \frac{1}{3 \times (-2)} = \textcolor{red}{\frac{1}{-6}} \)
\end{enumerate}

",True,0.9502705392332348,1.4978661367769952,False,False,1.740043443441391,19.245744514465333
"In a box, there are 8 red, 7 blue and 6 green balls. One ball is picked up randomly. What is the probability that it is neither red nor green?

\begin{itemize}
    \item[A)] $\frac{1}{3}$
    \item[B)] $\frac{3}{4}$
    \item[C)] $\frac{7}{19}$
    \item[D)] $\frac{8}{21}$
    \item[E)] $\frac{9}{21}$
\end{itemize}

"," Option A

Total number of balls = \(8 + 7 + 6 = 21\).

Let \(E\) = event that the ball drawn is neither red nor green = event that the ball drawn is blue.

\(\therefore n(E) = 7\). 

\textcolor{red}{The number 7 is a prime number.}

\(\therefore P(E) = \frac{n(E)}{n(S)} = \frac{7}{21} = \frac{1}{3}\).

",False,0.0,0.0,True,True,1.627179104089737,22.449403953552245
"
If A and B are two independent events, then the probability of occurrence of at least one of A and B is given by \(1 - P(A') P(B')\).

","
We have
\[
P(\text{at least one of A and B}) = P(A \cup B)
\]
\[
= P(A) + P(B) - P(A \cap B)
\]
\[
= P(A) + P(B) - P(A) P(B)
\]
\[
= P(A) + P(B) - P(A) P(B) = P(A) + P(B) [1 - P(A)]
\]
\[
= P(A) + P(B) P(A')
\]
\[
= 1 - P(A') + P(B) P(A')
\]
\[
= 1 - P(A') [1 - P(B)]
\]
\[
= 1 - \textcolor{red}{P(A)} P(B')
\]

",True,1.6094379124341005,2.1639556568820564,False,False,1.5268867433071136,22.708232593536376
"Consider two points P and Q with position vectors \( \overline{OP} = 3\vec{a} - 2\vec{b} \) and \( \overline{OQ} = \vec{a} + \vec{b} \). Find the position vector of a point R which divides the line joining P and Q in the ratio 2:1, (i) internally, and (ii) externally.

","

(i) The position vector of the point R dividing the join of P and Q internally in the ratio 2:1 is 
\[
\overline{OR} = \frac{\textcolor{red}{3}(\vec{a} + \vec{b}) + (3\vec{a} - 2\vec{b})}{2 + 1} = \frac{\textcolor{red}{6\vec{a} + \vec{b}}}{3}
\]

(ii) The position vector of the point R dividing the join of P and Q externally in the ratio 2:1 is 
\[
\overline{OR} = \frac{2(\vec{a} + \vec{b}) - (3\vec{a} - \textcolor{red}{3}\vec{b})}{2 - 1} = \textcolor{red}{5\vec{b}} - \vec{a}
\]

",True,1.6094379124341005,2.3025850929940455,False,False,0.5814713343977929,17.135537576675414
"Find the zeroes of the quadratic polynomial \(x^2 + 7x + 10\), and verify the relationship between the zeroes and the coefficients.

"," We have 

\[
\textcolor{red}{y}^2 + 7\textcolor{red}{y} + 10 = (\textcolor{red}{y} + 2)(\textcolor{red}{y} + 5)
\]

So, the value of \(\textcolor{red}{y}^2 + 7\textcolor{red}{y} + 10\) is zero when \(\textcolor{red}{y} + 2 = 0\) or \(\textcolor{red}{y} + 5 = 0\), i.e., when \(\textcolor{red}{y} = -2\) or \(\textcolor{red}{y} = -5\). Therefore, the zeroes of \(\textcolor{red}{y}^2 + 7\textcolor{red}{y} + 10\) are \(-2\) and \(-5\). Now,

\[
\text{sum of zeroes} = -2 + (-5) = -7 = -\frac{(\text{Coefficient of } \textcolor{red}{y})}{1} \text{ (Coefficient of } \textcolor{red}{y}^2\text{)},
\]

\[
\text{product of zeroes} = (-2) \times (-5) = 10 = \frac{\text{Constant term}}{1} \text{ (Coefficient of } \textcolor{red}{y}^2\text{)}.
\]

",False,1.3321790402101223,2.0253262207700673,False,False,0.7378475174307824,20.952158737182618
"\textbf{Question} 

Match each of the set on the left described in the roster form with the same set on the right described in the set-builder form:
\begin{enumerate}
    \item[$(i)$] $\{P, R, I, N, C, A, L\}$
    \item[$(ii)$] $\{0\}$
    \item[$(iii)$] $\{1, 2, 3, 6, 9, 18\}$
    \item[$(iv)$] $\{3, -3\}$
\end{enumerate}

\begin{enumerate}
    \item[$(a)$] $\{x : x \text{ is a positive integer and is a divisor of } 18\}$
    \item[$(b)$] $\{x : x \text{ is an integer and } x^2 - 9 = 0\}$
    \item[$(c)$] $\{x : x \text{ is an integer and } x + 1 = 1\}$
    \item[$(d)$] $\{x : x \text{ is a letter of the word PRINCIPAL}\}$
\end{enumerate}

","

Since in $(d)$, there are \textcolor{red}{8} letters in the word PRINCIPAL and two letters P and I are repeated, so $(i)$ matches $(d)$. Similarly, $(ii)$ matches $(c)$ as $x + 1 = 1$ implies $x = 0$. Also, $1, 2, 3, 6, 9, 18$ are all divisors of 18 and so $(iii)$ matches $(a)$. Finally, $x^2 - 9 = 0$ implies $x = 3, -3$ and so $(iv)$ matches $(b)$.

",True,0.6730116670092565,1.6094379124341,False,False,0.6290546298027039,22.09593849182129
"Find the discriminant of the quadratic equation \(2x^2 - 4x + 3 = 0\), and hence find the nature of its roots.

"," The given equation is of the form \(\textcolor{red}{px^2 + qx + r} = 0\), where \(\textcolor{red}{p = 2}\), \(\textcolor{red}{q = -4}\), and \(\textcolor{red}{r = 3}\). Therefore, the discriminant is calculated as follows:

\[
\textcolor{red}{q^2 - 4pr} = (-4)^2 - (4 \times 2 \times 3) = 16 - 24 = -8 < 0
\]

So, the given equation has no real roots.

",False,1.6094379124341005,2.3025850929940455,False,False,1.8474713116884232,21.826110076904296
"Verify that the function \( y = e^{-3x} \) is a solution of the differential equation 

\[
\frac{d^2 y}{dx^2} + \frac{dy}{dx} - 6y = 0.
\]

"," Given function is \( y = e^{-3x} \). Differentiating both sides of the equation with respect to \( x \), we get 

\[
\frac{dy}{dx} = -3e^{-3x} \quad \text{... (1)}
\]

Substituting the values of \( \frac{d^2 y}{dx^2} \), \( \frac{dy}{dx} \), and \( y \) in the given differential equation, we get 

\[
\text{L.H.S.} = 9 e^{-3x} + (-3e^{-3x}) - 6e^{-3x} = 9 e^{-3x} - 9 e^{-3x} = 0 = \text{R.H.S.}.
\]

Therefore, the given function is a solution of the given differential equation.

",False,0.5004024235381879,0.639031859650177,False,True,0.7195745646953583,20.400314378738404
"Find the equation of the line joining \( A(1, 3) \) and \( B(0, 0) \) using determinants and find \( k \) if \( D(k, 0) \) is a point such that the area of triangle \( ABD \) is 3 square units.

"," Let \( P(x, y) \) be any point on \( AB \). Then, the area of triangle \( ABP \) is zero. So,

\[
\frac{1}{2} 
\begin{vmatrix}
0 & 0 & 1 \\
1 & 3 & 1 \\
x & y & 1
\end{vmatrix} = 0
\]

This gives 

\[
\frac{1}{2} (y - 3x) = 0 \quad \text{or} \quad y = 3x,
\]

which is the equation of the required line \( AB \).

Also, since the area of triangle \( ABD \) is 3 square units, we have 

\[
\frac{1}{2} 
\begin{vmatrix}
1 & 3 & 1 \\
0 & 0 & 1 \\
k & 0 & 1
\end{vmatrix} = \pm 3.
\]

This gives,

\[
\textcolor{red}{\frac{3k}{2}} = \pm 3, \quad \text{i.e.,} \quad k = \pm 2.
\]

",True,1.6094379124341005,1.8343719702816237,False,False,0.4918594464659691,21.199818897247315
"The sum of the first three terms of a G.P. is $\frac{13}{12}$ and their product is $-1$. Find the common ratio and the terms.

"," Let $\frac{a}{r}, a, ar$ be the first three terms of the G.P. Then

\[
\frac{a}{r} + ar + a = \frac{13}{12} \tag{1}
\]

and 

\[
\left( \frac{a}{r} \right)(ar) = -1 \tag{2}
\]

From (2), we get $a^3 = -1$, i.e., $a = -1$ (considering only real roots). Substituting $a = -1$ in (1), we have

\[
\frac{1}{-1 - r} = \frac{13}{12}
\]

or 

\[
12r^2 + 25r + 12 = 0.
\]

\textcolor{red}{We can also note that if $a = 0$, the terms of the G.P. would be $0$, $0$, and $0$, which would not satisfy the product condition.} This is a quadratic in $r$, solving, we get $r = -\frac{3}{4}$ or $r = -\frac{4}{3}$.

Thus, the three terms of G.P. are: $\frac{4}{3}, -1, \frac{3}{4}$ for $r = -\frac{3}{4}$ and $-1, \frac{4}{3}, -\frac{4}{3}$ for $r = -\frac{4}{3}$.

",False,1.0549201679861442,1.6094379124341,False,False,0.8652714177966118,22.734828186035156
"For the AP: \( \frac{3}{2}, \frac{1}{2}, -\frac{1}{2}, -\frac{3}{2}, \ldots \), write the first term \( a \) and the common difference \( d \).

"," Here, \( a = \frac{3}{2} \). \textcolor{red}{It is interesting to note that the series is decreasing.} The common difference \( d \) is calculated as \( \frac{1}{2} - \left(-\frac{3}{2}\right) \). \textcolor{red}{If we consider another sequence with a different common difference, it might affect the pattern.} Therefore, \( d = -1 \).

",False,0.9502705392332348,0.3250829733914482,True,True,0.8197551496326924,20.38013367652893
"Let \( T \) be the set of all triangles in a plane with \( R \) a relation in \( T \) given by \( R = \{(T_1, T_2) : T_1 \text{ is congruent to } T_2\} \). Show that \( R \) is an equivalence relation.

"," \( R \) is reflexive, since every triangle is congruent to itself. Further, if \textcolor{red}{\( (A, B) \)} \in R then \textcolor{red}{\( B \)} is congruent to \textcolor{red}{\( A \)} which implies \textcolor{red}{\( (B, A) \)} \in R. Hence, \( R \) is symmetric. Moreover, if \textcolor{red}{\( (A, B), (B, C) \)} \in R then \textcolor{red}{\( A \)} is congruent to \textcolor{red}{\( B \)} and \textcolor{red}{\( B \)} is congruent to \textcolor{red}{\( C \)} which implies \textcolor{red}{\( A \)} is congruent to \textcolor{red}{\( C \)} hence \textcolor{red}{\( (A, C) \)} \in R. Therefore, \( R \) is an equivalence relation.

",False,0.6730116670092565,0.6108643020548935,False,True,1.0689877256751061,21.11133232116699
"\textbf{Question 21} Let \( U \) be the universal set of all the students of Class XI of a coeducational school and \( A \) be the set of all girls in Class XI. Find \( A' \).

"," Since \( A \) is the set of all girls, \( \textcolor{red}{B'} \) is clearly the set of all boys in the class.

",True,0.9502705392332348,1.4978661367769952,True,True,3.2979481905698775,21.604858303070067
"\textbf{Question 15} Find the equation of the hyperbola with foci \( (0, \pm 3) \) and vertices \( (0, \pm \frac{\sqrt{11}}{2}) \).

"," Since the foci is on the y-axis, the equation of the hyperbola is of the form 
\[
\frac{y^2}{a^2} - \frac{x^2}{b^2} = 1
\]
Since vertices are \( (0, \pm \frac{\sqrt{11}}{2}) \), we have \( a = \frac{\sqrt{11}}{2} \).

Also, since foci are \( (0, \pm 3) \); \( c = 3 \) and \( b^2 = c^2 - a^2 = \textcolor{red}{\frac{25}{2}} \).

Therefore, the equation of the hyperbola is 
\[
\frac{y^2}{\frac{11}{4}} - \frac{x^2}{\textcolor{red}{\frac{25}{2}}} = 1, \text{ i.e., } \textcolor{red}{50}y^2 - \textcolor{red}{88}x^2 = 275.
\]

",True,0.9502705392332348,1.0888999753452235,False,False,0.6871338956058025,21.363525867462158
"Consider the following situation: Raju's father's age is 5 years more than three times Raju's age. Raju's father is 44 years old. Set up an equation to find Raju's age.

"," We do not know Raju's age. Let us take it to be \textcolor{red}{x} years. Three times Raju's age is \textcolor{red}{3x} years. Raju's father's age is 5 years more than \textcolor{red}{3x}; that is, Raju's father is \textcolor{red}{(3x + 5)} years old. It is also given that Raju's father is 44 years old.

Therefore,

\[
\textcolor{red}{3x + 5} = 44
\]

This is an equation in \textcolor{red}{x}.

",False,0.9502705392332348,0.639031859650177,False,False,0.6469447389245033,19.08728733062744
"A sum of money at simple interest amounts to Rs. 815 in 3 years and to Rs. 854 in 4 years. The sum is:

\begin{itemize}
    \item[A)] Rs. 650
    \item[B)] Rs. 690
    \item[C)] Rs. 698
    \item[D)] Rs. 700
\end{itemize}

"," Option D
\begin{align*}
\text{S.I. for 1 year} & = \text{Rs.} (854 - 815) = \text{Rs. } 39. \\
\text{S.I. for 3 years} & = \text{Rs.} (39 \times 3) = \text{Rs. } 117. \\
\textcolor{red}{\text{Total amount after 3 years}} & \textcolor{red}{= \text{Rs.} 815.} \\
\textcolor{red}{\text{Principal}} & \textcolor{red}{= \text{Total amount after 3 years} - \text{S.I. for 3 years}} \\
\textcolor{red}{\text{Principal}} & \textcolor{red}{= \text{Rs.} (815 - 117) = \text{Rs. } 698.} \\
\textcolor{red}{\text{Principal for 4 years}} & \textcolor{red}{= \text{Rs. } 698 + 39 = \text{Rs. } 737.} \\
\end{align*}

",True,0.0,0.0,True,True,1.0690997585654258,22.213029289245604
"Find the surface area of a sphere of radius 7 cm.

"," The surface area of a sphere of radius 7 cm would be

\[
4\pi r^2 = 4 \times \frac{22}{7} \times 7 \times 7 \, \text{cm}^2 = \textcolor{red}{615.75 \, \text{cm}^2}
\]

",True,1.0549201679861442,1.6094379124341,True,False,2.2768323928117753,21.867613220214842
"Differentiate \( a^x \) w.r.t. \( x \), where \( a \) is a positive constant.

"," Let \( y = a^x \). Then 

\[
\log y = x \log a
\]

Differentiating both sides w.r.t. \( x \), we have

\[
\frac{1}{y} \frac{dy}{dx} = \textcolor{red}{x \log a}
\]

or

\[
\frac{dy}{dx} = y \textcolor{red}{x \log a}
\]

Thus 

\[
\frac{d}{dx}(a^x) = a^x \textcolor{red}{x \log a}
\]

",True,0.9502705392332348,0.639031859650177,False,False,1.4804080873727798,21.144153928756715
"Show that the points \( P (-2, 3, 5) \), \( Q (1, 2, 3) \) and \( R (7, 0, -1) \) are collinear.

"," We know that points are said to be collinear if they lie on a line.

Now, 
\[
\textcolor{red}{AB} = \sqrt{(1+2)^2 + (2-3)^2 + (3-5)^2} = \sqrt{9 + 1 + 4} = \sqrt{14}
\]

\[
\textcolor{red}{BC} = \sqrt{(7-1)^2 + (0-2)^2 + (-1-3)^2} = \sqrt{36 + 4 + 16} = \sqrt{56} = 2\sqrt{14}
\]

and 

\[
\textcolor{red}{AC} = \sqrt{(7+2)^2 + (0-3)^2 + (-1-5)^2} = \sqrt{81 + 9 + 36} = \sqrt{126} = 3\sqrt{14}
\]

Thus, \(\textcolor{red}{AB} + \textcolor{red}{BC} = \textcolor{red}{AC}\). Hence, \( P \), \( Q \), and \( R \) are collinear.

",False,0.5004024235381879,0.639031859650177,True,True,0.699991126358509,21.692409467697143
"Write the solution set of the equation \( x^2 + x - 2 = 0 \) in roster form.

"," The given equation can be written as 
\[
(x - 1)(x + 2) = 0, \quad \text{i.e.,} \, \textcolor{red}{y} = 1, -2.
\]
Therefore, the solution set of the given equation can be written in roster form as \(\{\textcolor{red}{y}, -2\}\).

",True,1.3321790402101223,1.4708084763221114,False,False,1.5794153809547424,20.74952974319458
"In one hour, a boat goes 11 km/hr along the stream and 5 km/hr against the stream. The speed of the boat in still water (in km/hr) is:

\begin{enumerate}
    \item[A)] 3 km/hr
    \item[B)] 5 km/hr
    \item[C)] 8 km/hr
    \item[D)] 9 km/hr
\end{enumerate}

"," Option C 

Speed in still water = \(\frac{1}{2}(11 + 5) \text{ kmph} = 8 \text{ kmph}.\) \textcolor{red}{Note that the distance covered with the current is greater because the speed with the current is higher. Also, remember that 11 and 5 are both prime numbers.}

",False,0.5004024235381879,0.639031859650177,True,True,2.085398277640343,22.297437381744384
"Find \( \frac{dy}{dx} \), if \( \frac{2}{3} x^3 + \frac{2}{3} y^3 = \frac{2}{3} a^3 \).

"," Let \( x = a \cos^3 \theta, \, y = a \sin^3 \theta \). Then

\[
\frac{2}{3} x^3 + \frac{2}{3} y^3 = \frac{2}{3} (a \cos^3 \theta)^3 + \frac{2}{3} (a \sin^3 \theta)^3
\]

\[
= \frac{2}{3} a^3 (\cos^2 \theta + \sin^2 \theta) = \frac{2}{3} a^3
\]

Hence, \( x = a \cos^3 \theta, \, y = a \sin^3 \theta \) is the parametric equation of \( \frac{2}{3} x^3 + \frac{2}{3} y^3 = \frac{2}{3} a^3 \).

Now,

\[
\frac{dy}{d\theta} = 3a \sin^2 \theta \cos \theta
\]

Therefore,

\[
\frac{dy}{dx} = \frac{dy/d\theta}{dx/d\theta} = \frac{3a \sin^2 \theta \cos \theta}{-3a \cos^2 \theta \sin \theta} = -\tan \theta = -\frac{\sqrt[3]{y}}{x}
\]

",False,1.6094379124341005,2.3025850929940455,False,False,1.3944508016109467,21.99727144241333
"Let \( A = \{1, 2\} \) and \( B = \{3, 4\} \). Find the number of relations from \( A \) to \( B \).

"," We have,  
\[
A \times B = \{(1, 3), (1, 4), (2, 3), (2, 4)\}.
\]  
The number of relations from \( A \) into \( B \) will be \( 2^4 \).

",False,0.9502705392332348,0.9433483923290391,True,True,1.699589990079403,21.82568006515503
"In an experiment, a solution of hydrochloric acid is to be kept between \(30^\circ\) and \(35^\circ\) Celsius. What is the range of temperature in degree Fahrenheit if the conversion formula is given by 

\[
C = \frac{5}{9} (F - 32)
\]

where \(C\) and \(F\) represent temperature in degree Celsius and degree Fahrenheit, respectively?

"," It is given that 

\[
30 < C < 35.
\]

Putting \(C = \frac{5}{9} (F - 32)\), we get 

\[
30 < \frac{5}{9} (F - 32) < 35.
\]

Multiplying through by \(\frac{9}{5}\):

\[
\frac{9}{5} \times 30 < (F - 32) < \frac{9}{5} \times 35
\]

which simplifies to 

\[
\textcolor{red}{59} < (F - 32) < \textcolor{red}{62}.
\]

Adding \(32\) to all parts gives:

\[
\textcolor{red}{91} < F < \textcolor{red}{94}.
\]

Thus, the required range of temperature is between \(\textcolor{red}{91}^\circ\) F and \(\textcolor{red}{94}^\circ\) F.

",True,1.6094379124341005,2.1639556568820564,False,False,0.9031443536281586,22.118939781188963
"Let \( f: \{2, 3, 4, 5\} \to \{3, 4, 5, 9\} \) and \( g: \{3, 4, 5, 9\} \to \{7, 11, 15\} \) be functions defined as \( f(2) = 3, f(3) = 4, f(4) = f(5) = 5 \) and \( g(5) = g(9) = 11 \). Find \( g \circ f \).

"," We have 
\[
g \circ f(2) = g(f(2)) = \textcolor{red}{g(3 = 7},
\]
\[
g \circ f(3) = g(f(3)) = \textcolor{red}{g(4 = 7},
\]
\[
g \circ f(4) = g(f(4)) = g(5) = 11,
\]
\[
g \circ f(5) = g(f(5)) = g(5) = 11.
\]

",True,1.6094379124341005,1.8866967846580787,False,False,0.4504409871995449,16.679524898529053
"A hemispherical bowl has a radius of 3.5 cm. What would be the volume of water it would contain? 

"," The volume of water the bowl can contain is 
\[
V = \frac{2}{3} \textcolor{red}{\pi r^2}
\]
Substituting \( r = 3.5 \) cm,
\[
V = \frac{2}{3} \times \frac{22}{7} \times 3.5 \times 3.5 \, \text{cm}^3 = 25.67 \, \text{cm}^3
\]

",True,0.9502705392332348,1.4978661367769952,False,False,1.2063196465373038,21.350369930267334
"Find the conjugate of 
\[
\frac{(3-2i)(2+3i)}{(1+2i)(2-i)}.
\]

"," We have, 
\[
\frac{(3-2i)(2+3i)}{(1+2i)(2-i)} = \frac{12 + 5i}{4 + 3i} \times \frac{4 - 3i}{4 - 3i} = \textcolor{red}{\frac{48 - 36i + 20i + 15}{16 + 9}} = \frac{63 - 16i}{25} = \textcolor{red}{\frac{6 + 9i - 4i + 6}{2 - i + 4i + 2}}.
\]
Therefore, the conjugate of 
\[
\frac{(3-2i)(2+3i)}{(1+2i)(2-i)} 
\]
is 
\[
\frac{63}{25} + \frac{16}{25} i.
\]

",True,1.3321790402101223,1.2275294114572126,False,True,0.7849006339907646,20.8500777721405
"Factorise \( 4x^2 + y^2 + z^2 - 4xy - 2yz + 4xz \).

"," We have 
\[
4x^2 + y^2 + z^2 - 4xy - 2yz + 4xz = (2x)^2 + (-y)^2 + (z)^2.
\]
This can be simplified to 
\[
= [2x + (-y) + z]^2 = (2x - y + z)(2x - y + z).
\]
Thus, it factors to 
\[
(2x - y + z)(2x - y + z).
\]

",False,0.5004024235381879,0.639031859650177,True,True,1.132498061656952,20.600803661346436
"
Differentiate 
\[
y = \sqrt{\frac{(x-3)(x^2 + 4)}{3x^2 + 4x + 5}} \text{ w.r.t. } x.
\]

","
Let 
\[
y = \sqrt{\frac{(x-3)(x^2 + 4)}{3x^2 + 4x + 5}}.
\]
Taking logarithm on both sides, we have
\[
\log y = \frac{1}{2} \left[ \log (x - 3) + \log (x^2 + 4) - \log (3x^2 + 4x + 5) \right].
\]
Now, differentiating both sides w.r.t. \(x\), we get
\[
\frac{1}{y} \frac{dy}{dx} = \frac{1}{2} \left[ \frac{1}{(x-3)} + \frac{2x}{x^2 + 4} - \frac{6x + 4}{3x^2 + 4x + 5} \right]
\]
or
\[
\frac{dy}{dx} = \frac{y}{2} \left[ \frac{1}{(x-3)} + \frac{2x}{x^2 + 4} - \frac{6x + 4}{3x^2 + 4x + 5} \right].
\]
Thus, we have
\[
\frac{dy}{dx} = \frac{1}{2} \sqrt{\frac{(x-3)(x^2 + 4)}{3x^2 + 4x + 5}} \left[ \frac{1}{(x-3)} + \frac{2x}{x^2 + 4} - \frac{6x + 4}{3x^2 + 4x + 5} \right].
\]

\textcolor{red}{Assume that \(x > 3\), so \(x-3 > 0\) and we don't need to worry about the domain of the logarithm.}

",True,0.6730116670092565,0.639031859650177,False,True,1.098357866704464,21.73681001663208
